city,lat,lng,country,iso2,admin_name,capital,population,population_proper
Paris,48.8566,2.3522,France,FR,Île-de-France,primary,11020000,2148271
Nice,43.7034,7.2663,France,FR,Provence-Alpes-Côte d’Azur,minor,1006402,341032
Toulouse,43.6045,1.4440,France,FR,Occitanie,admin,968638,486828
Marseille,43.2964,5.3700,France,FR,Provence-Alpes-Côte d’Azur,admin,870018,868277
Rennes,48.1147,-1.6794,France,FR,Bretagne,admin,727357,217728
Grenoble,45.1715,5.7224,France,FR,Auvergne-Rhône-Alpes,minor,687985,157650
Nantes,47.2181,-1.5528,France,FR,Pays de la Loire,admin,633690,314138
Montpellier,43.6119,3.8772,France,FR,Occitanie,minor,607896,290053
Lyon,45.7600,4.8400,France,FR,Auvergne-Rhône-Alpes,admin,516092,516092
Rouen,49.4428,1.0886,France,FR,Normandie,admin,494382,111360
Strasbourg,48.5833,7.7458,France,FR,Grand Est,admin,465069,284677
Nancy,48.6936,6.1846,France,FR,Grand Est,minor,434565,104885
Metz,49.1203,6.1778,France,FR,Grand Est,minor,391187,116581
Brest,48.3900,-4.4900,France,FR,Bretagne,minor,300300,139602
Mulhouse,47.7500,7.3400,France,FR,Grand Est,minor,285121,108942
Limoges,45.8353,1.2625,France,FR,Nouvelle-Aquitaine,minor,283823,131479
Orléans,47.9025,1.9090,France,FR,Centre-Val de Loire,admin,282828,116238
Bordeaux,44.8400,-0.5800,France,FR,Nouvelle-Aquitaine,admin,257804,257068
Le Havre,49.4900,0.1000,France,FR,Normandie,minor,235218,169733
Lille,50.6278,3.0583,France,FR,Hauts-de-France,admin,232787,232787
Reims,49.2628,4.0347,France,FR,Grand Est,minor,182460,182211
Saint-Étienne,45.4347,4.3903,France,FR,Auvergne-Rhône-Alpes,minor,172565,172565
Toulon,43.1258,5.9306,France,FR,Provence-Alpes-Côte d’Azur,minor,171953,171953
Dijon,47.3167,5.0167,France,FR,Bourgogne-Franche-Comté,admin,156920,156854
Angers,47.4736,-0.5542,France,FR,Pays de la Loire,minor,152960,152960
Nîmes,43.8380,4.3610,France,FR,Occitanie,minor,151001,149633
Villeurbanne,45.7667,4.8803,France,FR,Auvergne-Rhône-Alpes,,147712,147712
Clermont-Ferrand,45.7831,3.0824,France,FR,Auvergne-Rhône-Alpes,minor,143886,143886
Le Mans,48.0077,0.1984,France,FR,Pays de la Loire,minor,142946,142946
Aix-en-Provence,43.5263,5.4454,France,FR,Provence-Alpes-Côte d’Azur,minor,142482,142482
Amiens,49.8920,2.2990,France,FR,Hauts-de-France,minor,136105,133891
Tours,47.2436,0.6892,France,FR,Centre-Val de Loire,minor,135787,135787
Boulogne-sur-Mer,50.7264,1.6147,France,FR,Hauts-de-France,minor,133062,40664
Annecy,45.9160,6.1330,France,FR,Auvergne-Rhône-Alpes,minor,126924,126924
Perpignan,42.6986,2.8956,France,FR,Occitanie,minor,120158,119188
Boulogne-Billancourt,48.8352,2.2409,France,FR,Île-de-France,minor,120071,120071
Besançon,47.2400,6.0200,France,FR,Bourgogne-Franche-Comté,minor,115934,115934
Belfort,47.6400,6.8500,France,FR,Bourgogne-Franche-Comté,minor,114445,46954
Saint-Denis,48.9356,2.3539,France,FR,Île-de-France,minor,111135,111135
Argenteuil,48.9500,2.2500,France,FR,Île-de-France,minor,110210,110210
Montreuil,48.8611,2.4436,France,FR,Île-de-France,,109897,109897
Caen,49.1800,-0.3700,France,FR,Normandie,minor,105354,105354
Roubaix,50.6901,3.1817,France,FR,Hauts-de-France,,100000,98089
Tourcoing,50.7239,3.1612,France,FR,Hauts-de-France,,97368,97368
Nanterre,48.8988,2.1969,France,FR,Île-de-France,minor,95105,95105
Avignon,43.9500,4.8075,France,FR,Provence-Alpes-Côte d’Azur,minor,93671,91729
Vitry-sur-Seine,48.7875,2.3928,France,FR,Île-de-France,,93557,93557
Épinal,48.1744,6.4512,France,FR,Grand Est,minor,93184,32223
Créteil,48.7911,2.4628,France,FR,Île-de-France,minor,90605,90605
Poitiers,46.5800,0.3400,France,FR,Nouvelle-Aquitaine,minor,88291,88291
Dunkerque,51.0383,2.3775,France,FR,Hauts-de-France,minor,87353,86865
Aubervilliers,48.9131,2.3831,France,FR,Île-de-France,,86375,86375
Versailles,48.8053,2.1350,France,FR,Île-de-France,minor,85862,85205
Aulnay-sous-Bois,48.9386,2.4906,France,FR,Île-de-France,,85740,85740
Carrières-sur-Seine,48.9108,2.2889,France,FR,Île-de-France,,85191,15003
Colombes,48.9236,2.2522,France,FR,Île-de-France,,85177,85177
Courbevoic,48.8978,2.2531,France,FR,Île-de-France,,81719,81719
Rueil-Malmaison,48.8760,2.1810,France,FR,Île-de-France,,78152,77986
Champigny-sur-Marne,48.8172,2.5156,France,FR,Île-de-France,,77630,77039
Béziers,43.3476,3.2190,France,FR,Occitanie,minor,77177,77177
Pau,43.3000,-0.3700,France,FR,Nouvelle-Aquitaine,minor,77130,76275
La Rochelle,46.1591,-1.1517,France,FR,Nouvelle-Aquitaine,minor,75735,75735
Saint-Maur-des-Fossés,48.7994,2.4997,France,FR,Île-de-France,,74859,74859
Calais,50.9481,1.8564,France,FR,Hauts-de-France,minor,73911,72929
Cannes,43.5513,7.0128,France,FR,Provence-Alpes-Côte d’Azur,,73868,73868
Antibes,43.5808,7.1239,France,FR,Provence-Alpes-Côte d’Azur,,72999,72915
Drancy,48.9300,2.4500,France,FR,Île-de-France,,71318,71318
Ajaccio,41.9267,8.7369,France,FR,Corsica,admin,70659,70659
Mérignac,44.8386,-0.6436,France,FR,Nouvelle-Aquitaine,,70105,70105
Saint-Nazaire,47.2806,-2.2086,France,FR,Pays de la Loire,minor,69993,69993
Colmar,48.0817,7.3556,France,FR,Grand Est,minor,69105,68703
Issy-les-Moulineaux,48.8239,2.2700,France,FR,Île-de-France,,68451,68260
Noisy-le-Grand,48.8478,2.5528,France,FR,Île-de-France,,68183,68126
Courcouronnes,48.6239,2.4294,France,FR,Île-de-France,,67967,13490
Vénissieux,45.6978,4.8867,France,FR,Auvergne-Rhône-Alpes,,65894,65894
Cergy,49.0361,2.0631,France,FR,Île-de-France,minor,65177,65177
Bourges,47.0844,2.3964,France,FR,Centre-Val de Loire,minor,64551,64551
Levallois-Perret,48.8950,2.2872,France,FR,Île-de-France,,64379,64379
La Seyne-sur-Mer,43.1000,5.8830,France,FR,Provence-Alpes-Côte d’Azur,,63936,62888
Pessac,44.8067,-0.6311,France,FR,Nouvelle-Aquitaine,,63808,63808
Valence,44.9333,4.8917,France,FR,Auvergne-Rhône-Alpes,minor,63714,63714
Quimper,47.9967,-4.0964,France,FR,Bretagne,minor,62985,62985
Antony,48.7539,2.2975,France,FR,Île-de-France,minor,62570,62570
Ivry-sur-Seine,48.8078,2.3747,France,FR,Île-de-France,,62052,62052
Montélimar,44.5581,4.7508,France,FR,Auvergne-Rhône-Alpes,,61861,39415
Troyes,48.2997,4.0792,France,FR,Grand Est,minor,61652,61652
Clichy,48.9044,2.3064,France,FR,Île-de-France,,61070,61070
Cherbourg,49.6333,-1.6000,France,FR,Normandie,minor,60991,60991
Montauban,44.0181,1.3558,France,FR,Occitanie,minor,60810,60810
Neuilly-sur-Seine,48.8881,2.2686,France,FR,Île-de-France,,60361,59940
Chambéry,45.5700,5.9118,France,FR,Auvergne-Rhône-Alpes,minor,58919,58833
Niort,46.3258,-0.4606,France,FR,Nouvelle-Aquitaine,minor,58707,58707
Sarcelles,48.9956,2.3808,France,FR,Île-de-France,minor,58587,58587
Pantin,48.8966,2.4017,France,FR,Île-de-France,,57482,57482
Lorient,47.7500,-3.3600,France,FR,Bretagne,minor,57149,57084
Le Blanc-Mesnil,48.9387,2.4614,France,FR,Île-de-France,,56783,56783
Beauvais,49.4303,2.0952,France,FR,Hauts-de-France,minor,56020,56020
Maisons-Alfort,48.8058,2.4378,France,FR,Île-de-France,,55655,55655
Hyères,43.1199,6.1316,France,FR,Provence-Alpes-Côte d’Azur,,55588,55069
Épinay-sur-Seine,48.9553,2.3092,France,FR,Île-de-France,,55084,54771
Meaux,48.9603,2.8883,France,FR,Île-de-France,minor,54991,54991
Chelles,48.8833,2.6000,France,FR,Île-de-France,,54917,54917
Villejuif,48.7919,2.3636,France,FR,Île-de-France,,54753,54753
Narbonne,43.1836,3.0042,France,FR,Occitanie,minor,54700,54700
La Roche-sur-Yon,46.6705,-1.4260,France,FR,Pays de la Loire,minor,54372,54372
Cholet,47.0600,-0.8783,France,FR,Pays de la Loire,minor,53917,53917
Saint-Quentin,49.8486,3.2864,France,FR,Hauts-de-France,minor,53816,53816
Évry,48.6239,2.4294,France,FR,Île-de-France,minor,53641,53641
Bobigny,48.9106,2.4397,France,FR,Île-de-France,minor,53640,53640
Bondy,48.9022,2.4828,France,FR,Île-de-France,,53353,53353
Vannes,47.6559,-2.7603,France,FR,Bretagne,minor,53352,53352
Clamart,48.8014,2.2628,France,FR,Île-de-France,,52971,52926
Fontenay-sous-Bois,48.8517,2.4772,France,FR,Île-de-France,,52939,52256
Fréjus,43.4330,6.7370,France,FR,Provence-Alpes-Côte d’Azur,,52672,52672
Arles,43.6767,4.6278,France,FR,Provence-Alpes-Côte d’Azur,minor,52548,51031
Sartrouville,48.9372,2.1644,France,FR,Île-de-France,,51967,51967
Corbeil-Essonnes,48.6139,2.4820,France,FR,Île-de-France,,51292,50954
Bayonne,43.4900,-1.4800,France,FR,Nouvelle-Aquitaine,minor,51228,51228
Saint-Ouen,48.9123,2.3342,France,FR,Île-de-France,,51108,50670
Sevran,48.9333,2.5333,France,FR,Île-de-France,,51016,51016
Cagnes-sur-Mer,43.6644,7.1489,France,FR,Provence-Alpes-Côte d’Azur,,50928,50928
Massy,48.7309,2.2713,France,FR,Île-de-France,,50833,50632
Grasse,43.6667,6.9167,France,FR,Provence-Alpes-Côte d’Azur,minor,50396,48865
Montrouge,48.8172,2.3219,France,FR,Île-de-France,,50260,48734
Vincennes,48.8478,2.4392,France,FR,Île-de-France,,49891,49635
Vaulx-en-Velin,45.7768,4.9186,France,FR,Auvergne-Rhône-Alpes,,49658,49658
Laval,48.0733,-0.7689,France,FR,Pays de la Loire,minor,49492,49492
Suresnes,48.8700,2.2200,France,FR,Île-de-France,,49145,48763
Albi,43.9289,2.1464,France,FR,Occitanie,minor,48970,48970
Martigues,43.4053,5.0475,France,FR,Provence-Alpes-Côte d’Azur,,48188,48188
Évreux,49.0200,1.1500,France,FR,Normandie,minor,47733,46707
Brive-la-Gaillarde,45.1583,1.5321,France,FR,Nouvelle-Aquitaine,minor,46916,46630
Gennevilliers,48.9333,2.3000,France,FR,Île-de-France,,46907,46907
Charleville-Mézières,49.7719,4.7161,France,FR,Grand Est,minor,46428,46391
Saint-Herblain,47.2122,-1.6497,France,FR,Pays de la Loire,,46268,46268
Aubagne,43.2908,5.5708,France,FR,Provence-Alpes-Côte d’Azur,,46268,46268
Rosny-sous-Bois,48.8667,2.4833,France,FR,Île-de-France,,46207,46043
Saint-Priest,45.6972,4.9447,France,FR,Auvergne-Rhône-Alpes,,46207,46207
Saint-Malo,48.6481,-2.0075,France,FR,Bretagne,minor,46097,46097
Blois,47.5939,1.3281,France,FR,Centre-Val de Loire,minor,46086,45871
Carcassonne,43.2100,2.3500,France,FR,Occitanie,minor,46031,46031
Bastia,42.7008,9.4503,France,FR,Corsica,,45715,45715
Salon-de-Provence,43.6406,5.0972,France,FR,Provence-Alpes-Côte d’Azur,,45528,45400
Meudon,48.8123,2.2382,France,FR,Île-de-France,,45352,45352
Choisy-le-Roi,48.7630,2.4090,France,FR,Île-de-France,,45331,45331
Chalon-sur-Saône,46.7806,4.8528,France,FR,Bourgogne-Franche-Comté,minor,45096,44810
Châlons-en-Champagne,48.9575,4.3650,France,FR,Grand Est,minor,44753,44246
Saint-Germain-en-Laye,48.8989,2.0938,France,FR,Île-de-France,minor,44753,44750
Puteaux,48.8850,2.2389,France,FR,Île-de-France,,44645,44645
Livry-Gargan,48.9192,2.5361,France,FR,Île-de-France,,44437,44437
Saint-Brieuc,48.5136,-2.7653,France,FR,Bretagne,minor,44372,44170
Mantes-la-Jolie,48.9908,1.7172,France,FR,Île-de-France,minor,44299,44227
Noisy-le-Sec,48.8894,2.4503,France,FR,Île-de-France,,44136,44136
Les Sables-d’Olonne,46.4972,-1.7833,France,FR,Pays de la Loire,minor,44017,44017
Alfortville,48.8050,2.4239,France,FR,Île-de-France,,43881,43881
Châteauroux,46.8103,1.6911,France,FR,Centre-Val de Loire,minor,43741,43442
Valenciennes,50.3580,3.5233,France,FR,Hauts-de-France,minor,43336,43336
Sète,43.4053,3.6975,France,FR,Occitanie,,43229,43229
Caluire-et-Cuire,45.7953,4.8472,France,FR,Auvergne-Rhône-Alpes,,43187,42847
Istres,43.5151,4.9895,France,FR,Provence-Alpes-Côte d’Azur,minor,43133,43133
La Courneuve,48.9322,2.3967,France,FR,Île-de-France,,43054,43054
Garges-lès-Gonesse,48.9728,2.4008,France,FR,Île-de-France,,42728,42728
Talence,44.8000,-0.5840,France,FR,Nouvelle-Aquitaine,,42606,42606
Angoulême,45.6500,0.1600,France,FR,Nouvelle-Aquitaine,minor,41740,41711
Castres,43.6000,2.2500,France,FR,Occitanie,minor,41636,41636
Bron,45.7394,4.9139,France,FR,Auvergne-Rhône-Alpes,,41543,41543
Bourg-en-Bresse,46.2056,5.2289,France,FR,Auvergne-Rhône-Alpes,minor,41527,41248
Tarbes,43.2300,0.0700,France,FR,Occitanie,minor,41518,41518
Le Cannet,43.5769,7.0194,France,FR,Provence-Alpes-Côte d’Azur,,41471,41471
Rezé,47.1833,-1.5500,France,FR,Pays de la Loire,,41411,41411
Arras,50.2920,2.7800,France,FR,Hauts-de-France,minor,41019,41019
Wattrelos,50.7000,3.2170,France,FR,Hauts-de-France,,40958,40885
Bagneux,48.7983,2.3137,France,FR,Île-de-France,,40918,40812
Gap,44.5594,6.0786,France,FR,Provence-Alpes-Côte d’Azur,minor,40895,40559
Thionville,49.3589,6.1692,France,FR,Grand Est,minor,40701,40477
Alès,44.1281,4.0817,France,FR,Occitanie,minor,40219,40219
Compiègne,49.4149,2.8231,France,FR,Hauts-de-France,minor,40199,40199
Melun,48.5406,2.6600,France,FR,Île-de-France,minor,40032,39947
Douai,50.3714,3.0800,France,FR,Hauts-de-France,minor,39700,39634
Gagny,48.8833,2.5333,France,FR,Île-de-France,,39358,39358
Draguignan,43.5403,6.4667,France,FR,Provence-Alpes-Côte d’Azur,minor,39340,39106
Colomiers,43.6139,1.3367,France,FR,Occitanie,,38951,38951
Anglet,43.4850,-1.5183,France,FR,Nouvelle-Aquitaine,,38929,38929
Stains,48.9500,2.3833,France,FR,Île-de-France,,38720,38666
Marcq-en-Baroeul,50.6711,3.0972,France,FR,Hauts-de-France,,38617,38570
Chartres,48.4560,1.4840,France,FR,Centre-Val de Loire,minor,38578,38426
Saint-Martin-d’Hères,45.1672,5.7653,France,FR,Auvergne-Rhône-Alpes,,38487,38398
Joué-lés-Tours,47.3514,0.6625,France,FR,Centre-Val de Loire,,37893,37893
Poissy,48.9294,2.0456,France,FR,Île-de-France,,37388,37388
Châtillon,48.8000,2.2900,France,FR,Île-de-France,,37355,37010
Villefranche-sur-Saône,45.9833,4.7167,France,FR,Auvergne-Rhône-Alpes,minor,36857,36288
Échirolles,45.1436,5.7183,France,FR,Auvergne-Rhône-Alpes,,36840,36840
Villepinte,48.9550,2.5410,France,FR,Île-de-France,,36830,36830
Franconville,48.9889,2.2314,France,FR,Île-de-France,,36762,36762
Savigny-sur-Orge,48.6797,2.3457,France,FR,Île-de-France,,36533,36533
Sainte-Geneviève-des-Bois,48.6369,2.3403,France,FR,Île-de-France,,36207,36015
Conflans-Sainte-Honorine,48.9992,2.0983,France,FR,Île-de-France,,35846,35656
Annemasse,46.1958,6.2364,France,FR,Auvergne-Rhône-Alpes,,35712,35712
Bagnolet,48.8692,2.4181,France,FR,Île-de-France,,35674,35442
Creil,49.2583,2.4833,France,FR,Hauts-de-France,,35657,35657
Montluçon,46.3408,2.6033,France,FR,Auvergne-Rhône-Alpes,minor,35653,34938
Palaiseau,48.7145,2.2457,France,FR,Île-de-France,minor,35514,35514
La Ciotat,43.1769,5.6086,France,FR,Provence-Alpes-Côte d’Azur,,35174,35174
Saint-Raphaël,43.4252,6.7684,France,FR,Provence-Alpes-Côte d’Azur,,35042,35042
Neuilly-sur-Marne,48.8537,2.5490,France,FR,Île-de-France,,34993,34993
Saint-Chamond,45.4775,4.5153,France,FR,Auvergne-Rhône-Alpes,,34967,34967
Thonon-les-Bains,46.3627,6.4750,France,FR,Auvergne-Rhône-Alpes,minor,34756,34756
Auxerre,47.7986,3.5672,France,FR,Bourgogne-Franche-Comté,minor,34634,34634
Haguenau,48.8200,7.7900,France,FR,Grand Est,minor,34504,34504
Roanne,46.0367,4.0689,France,FR,Auvergne-Rhône-Alpes,minor,34366,34004
Athis-Mons,48.7074,2.3889,France,FR,Île-de-France,,34347,34347
Villenave-d’Ornon,44.7806,-0.5658,France,FR,Nouvelle-Aquitaine,,34090,34090
Le Perreux-Sur-Marne,48.8422,2.5036,France,FR,Île-de-France,,33879,33793
Mâcon,46.3063,4.8313,France,FR,Bourgogne-Franche-Comté,minor,33638,33638
Agen,44.2049,0.6212,France,FR,Nouvelle-Aquitaine,minor,33576,33012
Villeneuve-Saint-Georges,48.7325,2.4497,France,FR,Île-de-France,,33545,33545
Meyzieu,45.7667,5.0036,France,FR,Auvergne-Rhône-Alpes,,33477,33477
Vitrolles,43.4600,5.2486,France,FR,Provence-Alpes-Côte d’Azur,,33310,33101
Châtenay-Malabry,48.7653,2.2781,France,FR,Île-de-France,,33286,33286
Romans-sur-Isère,45.0464,5.0517,France,FR,Auvergne-Rhône-Alpes,,33160,33160
Nevers,46.9933,3.1572,France,FR,Bourgogne-Franche-Comté,minor,32990,32990
Montigny-le-Bretonneux,48.7711,2.0333,France,FR,Île-de-France,,32929,32575
Marignane,43.4160,5.2145,France,FR,Provence-Alpes-Côte d’Azur,,32920,32793
Nogent-sur-Marne,48.8375,2.4833,France,FR,Île-de-France,minor,32851,32851
Six-Fours-les-Plages,43.1009,5.8200,France,FR,Provence-Alpes-Côte d’Azur,,32829,32829
Les Mureaux,48.9875,1.9172,France,FR,Île-de-France,,32792,32792
Trappes,48.7775,2.0025,France,FR,Île-de-France,,32584,32120
Cambrai,50.1767,3.2356,France,FR,Hauts-de-France,minor,32558,32501
Houilles,48.9261,2.1892,France,FR,Île-de-France,,32151,32151
Schiltigheim,48.6078,7.7500,France,FR,Grand Est,,31894,31894
Châtellerault,46.8178,0.5461,France,FR,Nouvelle-Aquitaine,minor,31840,31733
Vigneux-sur-Seine,48.7001,2.4170,France,FR,Île-de-France,,31574,31463
Plaisir,48.8183,1.9472,France,FR,Île-de-France,,31419,31013
Lens,50.4322,2.8333,France,FR,Hauts-de-France,minor,31415,31415
L’Haÿ-les-Roses,48.7800,2.3374,France,FR,Île-de-France,minor,31204,31204
Saint-Médard-en-Jalles,44.8964,-0.7164,France,FR,Nouvelle-Aquitaine,,31145,31145
Viry-Châtillon,48.6713,2.3750,France,FR,Île-de-France,,31093,30706
Cachan,48.7919,2.3319,France,FR,Île-de-France,,31069,30884
Dreux,48.7372,1.3664,France,FR,Centre-Val de Loire,minor,31044,30664
Liévin,50.4228,2.7786,France,FR,Hauts-de-France,,30785,30423
Pontoise,49.0516,2.1017,France,FR,Île-de-France,,30767,30767
Goussainville,49.0325,2.4747,France,FR,Île-de-France,,30637,30637
Charenton-le-Pont,48.8265,2.4050,France,FR,Île-de-France,,30374,30053
Pierrefitte-sur-Seine,48.9656,2.3614,France,FR,Île-de-France,,30306,30306
Malakoff,48.8169,2.2944,France,FR,Île-de-France,,30286,30286
Chatou,48.8897,2.1573,France,FR,Île-de-France,,30253,30253
Rillieux-la-Pape,45.8214,4.8983,France,FR,Auvergne-Rhône-Alpes,,30012,30012
Vandœuvre-lès-Nancy,48.6567,6.1683,France,FR,Grand Est,,30002,30002
Savigny-le-Temple,48.5841,2.5832,France,FR,Île-de-France,,29984,29792
Saint-Cloud,48.8400,2.2200,France,FR,Île-de-France,,29973,29973
Périgueux,45.1929,0.7217,France,FR,Nouvelle-Aquitaine,minor,29966,29966
Villemomble,48.8833,2.5000,France,FR,Île-de-France,,29964,29964
Maubeuge,50.2775,3.9734,France,FR,Hauts-de-France,,29944,29632
Aix-les-Bains,45.6885,5.9153,France,FR,Auvergne-Rhône-Alpes,,29794,29794
Mont-de-Marsan,43.8900,-0.5000,France,FR,Nouvelle-Aquitaine,minor,29554,29554
Bezons,48.9261,2.2178,France,FR,Île-de-France,,29383,29383
Clichy-sous-Bois,48.9102,2.5532,France,FR,Île-de-France,,29348,28992
Vienne,45.5242,4.8781,France,FR,Auvergne-Rhône-Alpes,minor,29306,29306
Ris-Orangis,48.6537,2.4161,France,FR,Île-de-France,,29225,29225
La Garenne-Colombes,48.9056,2.2445,France,FR,Île-de-France,,29169,29169
Ermont,48.9922,2.2603,France,FR,Île-de-France,,29108,29079
Le Plessis-Robinson,48.7811,2.2633,France,FR,Île-de-France,,29100,29100
Dieppe,49.9200,1.0800,France,FR,Normandie,minor,29080,28561
Yerres,48.7171,2.4881,France,FR,Île-de-France,,29029,29029
Thiais,48.7650,2.3923,France,FR,Île-de-France,,29017,29017
Sotteville-lès-Rouen,49.4092,1.0900,France,FR,Normandie,,28965,28958
Menton,43.7750,7.5000,France,FR,Provence-Alpes-Côte d’Azur,,28958,28958
Orange,44.1383,4.8097,France,FR,Provence-Alpes-Côte d’Azur,,28919,28919
Draveil,48.6852,2.4080,France,FR,Île-de-France,,28833,28741
Grigny,48.6562,2.3849,France,FR,Île-de-France,,28737,28265
Saint-Étienne-du-Rouvray,49.3786,1.1050,France,FR,Normandie,,28641,28500
Guyancourt,48.7714,2.0739,France,FR,Île-de-France,,28633,28633
Agde,43.3108,3.4758,France,FR,Occitanie,,28609,28609
Décines-Charpieu,45.7694,4.9594,France,FR,Auvergne-Rhône-Alpes,,28602,28602
Bègles,44.8086,-0.5478,France,FR,Nouvelle-Aquitaine,,28601,28601
Soissons,49.3817,3.3236,France,FR,Hauts-de-France,minor,28530,28522
Villiers-sur-Marne,48.8275,2.5447,France,FR,Île-de-France,,28456,28456
Saint-Laurent-du-Var,43.6680,7.1880,France,FR,Provence-Alpes-Côte d’Azur,,28453,28453
Bourgoin-Jallieu,45.5861,5.2736,France,FR,Auvergne-Rhône-Alpes,,28387,28387
Carpentras,44.0558,5.0489,France,FR,Provence-Alpes-Côte d’Azur,minor,28309,28309
Bois-Colombes,48.9175,2.2683,France,FR,Île-de-France,,28239,28239
Lomme,50.6455,2.9876,France,FR,Hauts-de-France,,28006,28006
Fresnes,48.7550,2.3221,France,FR,Île-de-France,,27802,27802
Vanves,48.8208,2.2897,France,FR,Île-de-France,,27729,27466
Le Chesnay,48.8203,2.1303,France,FR,Île-de-France,,27683,27683
Villiers-le-Bel,49.0094,2.3911,France,FR,Île-de-France,,27676,27676
Lambersart,50.6500,3.0250,France,FR,Hauts-de-France,,27649,27415
Romainville,48.8840,2.4350,France,FR,Île-de-France,,27567,27567
Bussy-Saint-Georges,48.8422,2.6983,France,FR,Île-de-France,,27379,26806
Limeil-Brévannes,48.7464,2.4883,France,FR,Île-de-France,,27228,27228
Tournefeuille,43.5853,1.3442,France,FR,Occitanie,,26962,26962
Saint-Sébastien-sur-Loire,47.2081,-1.5014,France,FR,Pays de la Loire,,26838,26838
Bergerac,44.8500,0.4800,France,FR,Nouvelle-Aquitaine,minor,26833,26823
Montfermeil,48.9000,2.5667,France,FR,Île-de-France,,26783,26783
Illkirch-Graffenstaden,48.5300,7.7200,France,FR,Grand Est,,26780,26780
Rambouillet,48.6444,1.8308,France,FR,Île-de-France,minor,26736,26736
Saumur,47.2600,-0.0769,France,FR,Pays de la Loire,minor,26734,26599
Vallauris,43.5805,7.0538,France,FR,Provence-Alpes-Côte d’Azur,,26672,26672
Sannois,48.9722,2.2578,France,FR,Île-de-France,,26662,26484
Cavaillon,43.8375,5.0381,France,FR,Provence-Alpes-Côte d’Azur,,26641,26198
Brétigny-sur-Orge,48.6114,2.3059,France,FR,Île-de-France,,26528,26528
Sucy-en-Brie,48.7697,2.5228,France,FR,Île-de-France,,26472,26472
Miramas,43.5822,5.0019,France,FR,Provence-Alpes-Côte d’Azur,,26470,26470
Taverny,49.0264,2.2275,France,FR,Île-de-France,,26441,26441
Orvault,47.2717,-1.6225,France,FR,Pays de la Loire,,26355,26355
Villeparisis,48.9503,2.6025,France,FR,Île-de-France,,26322,26322
Saint-Dizier,48.6383,4.9497,France,FR,Grand Est,minor,26300,23382
Oullins,45.7150,4.8083,France,FR,Auvergne-Rhône-Alpes,,26273,26273
Lunel,43.6778,4.1361,France,FR,Occitanie,,26239,26239
La Teste-de-Buch,44.6200,-1.1457,France,FR,Nouvelle-Aquitaine,,26078,26078
Hénin-Beaumont,50.4217,2.9508,France,FR,Hauts-de-France,,26022,25917
Gonesse,48.9875,2.4494,France,FR,Île-de-France,,25999,25999
Sens,48.1975,3.2877,France,FR,Bourgogne-Franche-Comté,minor,25935,25935
Vierzon,47.2225,2.0694,France,FR,Centre-Val de Loire,minor,25903,25725
Alençon,48.4306,0.0931,France,FR,Normandie,minor,25848,25775
Le Grand-Quevilly,49.4072,1.0531,France,FR,Normandie,,25698,25698
Brunoy,48.6979,2.5044,France,FR,Île-de-France,,25669,25354
Gradignan,44.7725,-0.6156,France,FR,Nouvelle-Aquitaine,,25552,25435
Aurillac,44.9261,2.4406,France,FR,Auvergne-Rhône-Alpes,minor,25499,25499
Saintes,45.7464,-0.6333,France,FR,Nouvelle-Aquitaine,minor,25470,25148
Biarritz,43.4800,-1.5600,France,FR,Nouvelle-Aquitaine,,25404,25404
Élancourt,48.7847,1.9589,France,FR,Île-de-France,,25400,25400
Montbéliard,47.5100,6.8000,France,FR,Bourgogne-Franche-Comté,minor,25395,25395
Le Kremlin-Bicêtre,48.8100,2.3581,France,FR,Île-de-France,,25334,24850
La Garde,43.1256,6.0108,France,FR,Provence-Alpes-Côte d’Azur,,25126,25126
Eaubonne,48.9922,2.2806,France,FR,Île-de-France,,25097,25097
Étampes,48.4343,2.1615,France,FR,Île-de-France,minor,25092,25092
Champs-Sur-Marne,48.8529,2.6027,France,FR,Île-de-France,,25041,25041
Muret,43.4611,1.3267,France,FR,Occitanie,minor,24945,24813
Béthune,50.5303,2.6408,France,FR,Hauts-de-France,minor,24895,24895
Armentières,50.6881,2.8811,France,FR,Hauts-de-France,,24882,24778
Laon,49.5639,3.6244,France,FR,Hauts-de-France,minor,24876,24710
Libourne,44.9200,-0.2400,France,FR,Nouvelle-Aquitaine,minor,24845,24511
Cenon,44.8578,-0.5317,France,FR,Nouvelle-Aquitaine,,24729,24729
Fontenay-aux-Roses,48.7893,2.2888,France,FR,Île-de-France,,24564,24564
Blagnac,43.6364,1.3906,France,FR,Occitanie,,24517,24517
Vertou,47.1689,-1.4697,France,FR,Pays de la Loire,,24219,24219
Vichy,46.1278,3.4267,France,FR,Auvergne-Rhône-Alpes,minor,24166,24166
Cormeilles-en-Parisis,48.9739,2.2014,France,FR,Île-de-France,,24161,24161
Rochefort,45.9421,-0.9588,France,FR,Nouvelle-Aquitaine,minor,24151,23583
Rodez,44.3506,2.5750,France,FR,Occitanie,minor,24057,24057
Les Pavillons-sous-Bois,48.9000,2.5000,France,FR,Île-de-France,,23962,23960
La Valette-du-Var,43.1383,5.9831,France,FR,Provence-Alpes-Côte d’Azur,,23884,23795
Vernon,49.0900,1.4900,France,FR,Normandie,,23872,23777
Le Bouscat,44.8651,-0.5996,France,FR,Nouvelle-Aquitaine,,23824,23824
Orly,48.7439,2.3928,France,FR,Île-de-France,,23801,23801
